"Earnings after 6 years","Earnings after 8 years","Earnings after 10 years","State","Type","Retention"
0.805,0.818,0.87,"IA","PartTime",0.5
0.662,0.702,0.72,"IA","PartTime",0.5
0.467,0.48,0.602,"IA","PartTime",1
0.644,0.661,0.67,"IA","PartTime",0
0.702,0.731,0.768,"IA","PartTime",0.5
0.432,0.514,0.595,"IA","PartTime",1
0.765,0.805,0.836,"IA","PartTime",0.6766
0.592,0.65,0.694,"IA","PartTime",0
0.769,0.812,0.841,"IA","PartTime",0.7922
0.366,0.342,0.452,"IA","PartTime",0
0.801,0.795,0.783,"IA","PartTime",0.5
0.799,0.8,0.81,"IA","PartTime",0.3333
0.739,0.778,0.817,"IA","PartTime",0.3125
0.682,0.653,0.701,"IA","PartTime",0
0.734,0.769,0.781,"IA","PartTime",1
0.718,0.727,0.737,"IA","PartTime",0.25
0.589,0.655,0.724,"IA","PartTime",0.5
0.795,0.786,0.809,"KS","PartTime",0.3333
0.34,0.375,0.437,"KS","PartTime",0.0667
0.582,0.641,0.683,"KS","PartTime",0.5
0.647,0.68,0.695,"KS","PartTime",0.5
0.687,0.716,0.726,"KS","PartTime",0.5
0.718,0.78,0.8,"KS","PartTime",0.7379
0.707,0.756,0.793,"KS","PartTime",0.42
0.603,0.685,0.743,"KS","PartTime",0
0.726,0.701,0.715,"KS","PartTime",0
0.658,0.701,0.715,"KS","PartTime",0.6
0.627,0.685,0.722,"KS","PartTime",0.4407
0.671,0.696,0.707,"KS","PartTime",0.3559
0.757,0.793,0.784,"KY","PartTime",1
0.537,0.635,0.775,"KY","PartTime",0.25
0.478,0.488,0.615,"KY","PartTime",0.5556
0.48,0.493,0.473,"KY","PartTime",0.6667
0.476,0.595,0.638,"KY","PartTime",0.6
0.539,0.602,0.654,"KY","PartTime",0.2281
0.384,0.449,0.517,"KY","PartTime",0
0.683,0.77,0.767,"KY","PartTime",0.4769
0.478,0.509,0.628,"KY","PartTime",0.2
0.409,0.471,0.529,"KY","PartTime",0
0.655,0.698,0.734,"KY","PartTime",0.4818
0.581,0.554,0.622,"KY","PartTime",0.5
0.477,0.554,0.594,"KY","PartTime",0.1429
0.544,0.636,0.676,"KY","PartTime",0.6667
0.617,0.663,0.675,"KY","PartTime",0.4118
NA,NA,NA,"KY","PartTime",0.5385
0.661,0.688,0.76,"KY","PartTime",0.2353
0.504,0.594,0.635,"KY","PartTime",0.1915
0.433,0.542,0.646,"LA","PartTime",0.5
0.354,0.44,0.503,"LA","PartTime",0.3684
0.535,0.576,0.582,"LA","PartTime",0.3529
0.721,0.766,0.807,"LA","PartTime",0.4
0.598,0.633,0.635,"LA","PartTime",0.2
0.63,0.694,0.712,"LA","PartTime",0.4
0.591,0.647,0.66,"LA","PartTime",0.2857
0.568,0.632,0.673,"LA","PartTime",0.3462
0.61,0.659,0.653,"LA","PartTime",0.5439
0.574,0.613,0.648,"LA","PartTime",0.3333
0.555,0.615,0.611,"LA","PartTime",0.5448
0.642,0.71,0.694,"LA","PartTime",0.375
0.791,0.815,0.785,"LA","PartTime",0
0.58,0.644,0.669,"LA","PartTime",0.5008
0.485,0.554,0.627,"LA","PartTime",0.15
0.429,0.434,0.516,"LA","PartTime",0.4
0.602,0.671,0.71,"LA","PartTime",0.6957
0.554,0.696,0.783,"LA","PartTime",0.5
0.4,0.442,0.49,"ME","PartTime",0.3625
0.582,0.609,0.579,"ME","PartTime",1
0.388,0.45,0.493,"ME","PartTime",0.6
0.631,0.703,0.751,"ME","PartTime",0.3548
0.445,0.474,0.583,"ME","PartTime",0.5
0.677,0.785,0.773,"ME","PartTime",0
0.337,0.339,0.495,"ME","PartTime",0
0.727,0.743,0.771,"ME","PartTime",0.5323
0.603,0.668,0.698,"ME","PartTime",0.4737
0.565,0.643,0.741,"ME","PartTime",0
0.704,0.833,0.846,"MD","PartTime",0.8421
0.577,0.686,0.735,"MD","PartTime",0.3333
0.706,0.777,0.794,"MD","PartTime",1
0.625,0.673,0.662,"MD","PartTime",0
0.511,0.646,0.691,"MD","PartTime",0.4
0.585,0.709,0.757,"MD","PartTime",0
0.707,0.72,0.752,"MD","PartTime",0.2929
0.696,0.781,0.819,"MD","PartTime",0.65
0.774,0.827,0.869,"MD","PartTime",0.875
0.453,0.594,0.661,"MD","PartTime",0.2353
0.498,0.602,0.693,"MD","PartTime",0.7222
0.703,0.777,0.822,"MD","PartTime",1
0.732,0.79,0.828,"MD","PartTime",0.8
0.679,0.722,0.764,"MA","PartTime",0.5
0.814,0.833,0.881,"MA","PartTime",0
0.52,0.587,0.582,"MA","PartTime",0.3529
0.646,0.674,0.745,"MA","PartTime",0.25
0.372,0.495,0.53,"MA","PartTime",0.5224
0.863,0.9,0.897,"MA","PartTime",0.5
0.805,0.844,0.873,"MA","PartTime",0.5
0.68,0.731,0.777,"MA","PartTime",0.2051
0.643,0.636,0.653,"MA","PartTime",0.3333
0.684,0.746,0.798,"MA","PartTime",0.8
0.715,0.743,0.756,"MA","PartTime",0
0.474,0.588,0.601,"MA","PartTime",1
0.797,0.849,0.821,"MA","PartTime",0.5385
0.528,0.603,0.62,"MA","PartTime",1
0.66,0.744,0.77,"MA","PartTime",0.5
0.685,0.766,0.779,"MA","PartTime",0.6
0.638,0.708,0.734,"MA","PartTime",0.6667
0.688,0.728,0.751,"MA","PartTime",1
0.587,0.647,0.661,"MA","PartTime",0.3659
0.738,0.791,0.812,"MA","PartTime",0.5385
0.736,0.789,0.817,"MA","PartTime",0.7143
0.698,0.743,0.765,"MA","PartTime",0.6296
0.888,0.926,0.926,"MA","PartTime",0.3333
0.817,0.853,0.893,"MA","PartTime",0
0.379,0.447,0.468,"MA","PartTime",1
0.624,0.685,0.714,"MA","PartTime",0
0.475,0.553,0.571,"MA","PartTime",1
0.596,0.673,0.697,"MA","PartTime",0.5
0.503,0.61,0.642,"MA","PartTime",0.5
0.739,0.77,0.769,"MA","PartTime",0
0.662,0.731,0.73,"MA","PartTime",0.0667
0.847,0.895,0.905,"MA","PartTime",1
0.751,0.77,0.807,"MA","PartTime",0.7143
0.854,0.87,0.874,"MA","PartTime",0.3333
0.789,0.82,0.85,"MA","PartTime",0
0.69,0.748,0.797,"MA","PartTime",0.5
0.708,0.774,0.767,"MA","PartTime",0.5714
0.41,0.474,0.559,"MI","PartTime",0.3867
0.596,0.646,0.731,"MI","PartTime",0.625
0.577,0.628,0.687,"MI","PartTime",0
0.412,0.456,0.485,"MI","PartTime",0.2636
0.674,0.751,0.757,"MI","PartTime",0.8
0.636,0.716,0.749,"MI","PartTime",0.475
0.734,0.78,0.787,"MI","PartTime",0.4615
0.574,0.67,0.681,"MI","PartTime",0.5385
0.561,0.535,0.548,"MI","PartTime",0.3684
0.759,0.754,0.742,"MI","PartTime",0.9091
0.579,0.654,0.706,"MI","PartTime",0.4118
0.655,0.734,0.751,"MI","PartTime",0.5417
0.892,0.937,0.922,"MI","PartTime",0.9091
0.436,0.57,0.507,"MI","PartTime",0.5
0.664,0.73,0.753,"MI","PartTime",0.5714
0.278,0.444,0.54,"MI","PartTime",0.1667
0.684,0.759,0.782,"MI","PartTime",1
0.541,0.612,0.656,"MI","PartTime",0.5556
0.76,0.797,0.812,"MI","PartTime",0.1111
0.695,0.692,0.715,"MI","PartTime",0.8571
0.399,0.483,0.505,"MI","PartTime",0
0.564,0.591,0.648,"MI","PartTime",0
0.767,0.828,0.852,"MI","PartTime",1
0.741,0.793,0.823,"MI","PartTime",0.6486
0.792,0.823,0.858,"MI","PartTime",1
0.654,0.693,0.764,"MI","PartTime",0.7879
0.567,0.643,0.686,"MI","PartTime",0.4571
0.511,0.592,0.635,"MI","PartTime",0.4
0.413,0.474,0.548,"MI","PartTime",0
0.717,0.762,0.789,"MI","PartTime",0.4375
0.641,0.708,0.73,"MI","PartTime",0.6364
0.53,0.666,0.697,"MI","PartTime",1
0.474,0.469,0.541,"MI","PartTime",0.75
0.601,0.672,0.697,"MI","PartTime",0.4545
0.578,0.639,0.695,"MI","PartTime",0.5579
0.587,0.696,0.77,"MI","PartTime",0.3333
0.698,0.767,0.787,"MN","PartTime",0
0.671,0.709,0.732,"MN","PartTime",0.6316
0.743,0.776,0.761,"MN","PartTime",0
0.744,0.777,0.822,"MN","PartTime",0
0.715,0.765,0.793,"MN","PartTime",0.4444
0.543,0.67,0.706,"MN","PartTime",0.2917
0.755,0.775,0.794,"MN","PartTime",0.4444
0.752,0.804,0.831,"MN","PartTime",0.75
0.703,0.725,0.792,"MN","PartTime",0.375
0.738,0.798,0.828,"MN","PartTime",0.2667
0.638,0.684,0.758,"MN","PartTime",0
0.666,0.728,0.756,"MN","PartTime",0.3571
0.634,0.663,0.68,"MN","PartTime",0.5625
0.698,0.763,0.8,"MN","PartTime",0.6667
0.538,0.575,0.642,"MN","PartTime",0.3333
0.793,0.807,0.826,"MN","PartTime",0.6667
0.823,0.851,0.849,"MN","PartTime",1
0.745,0.775,0.78,"MN","PartTime",0.5
0.654,0.662,0.713,"MN","PartTime",0.5
0.735,0.777,0.805,"MN","PartTime",0.3333
0.38,0.486,0.556,"MS","PartTime",0.1818
0.589,0.645,0.684,"MS","PartTime",0.4
0.515,0.624,0.539,"MS","PartTime",1
0.528,0.562,0.621,"MS","PartTime",0
0.427,0.501,0.538,"MS","PartTime",0.2727
0.655,0.715,0.751,"MS","PartTime",0.6567
0.305,0.376,0.395,"MS","PartTime",1
0.596,0.698,0.715,"MS","PartTime",0.6
0.622,0.689,0.745,"MS","PartTime",0.4
0.552,0.633,0.676,"MS","PartTime",0.4
0.576,0.585,0.642,"MS","PartTime",1
0.333,0.468,0.527,"MO","PartTime",0
0.699,0.702,0.713,"MO","PartTime",0.3333
0.467,0.58,0.649,"MO","PartTime",0.8333
0.385,0.435,0.516,"MO","PartTime",0.3333
0.59,0.679,0.712,"MO","PartTime",1
0.611,0.682,0.71,"MO","PartTime",0.4444
0.604,0.668,0.685,"MO","PartTime",0.3242
0.487,0.553,0.596,"MO","PartTime",0.7551
0.536,0.615,0.645,"MO","PartTime",0.25
0.352,0.387,0.477,"MO","PartTime",0.1282
0.428,0.504,0.572,"MO","PartTime",0.5
0.645,0.718,0.735,"MO","PartTime",0.3158
0.552,0.644,0.681,"MO","PartTime",1
0.533,0.58,0.616,"MO","PartTime",0.2364
0.504,0.578,0.64,"MO","PartTime",1
0.518,0.588,0.631,"MO","PartTime",0.3333
0.728,0.781,0.81,"MO","PartTime",0.79
0.698,0.733,0.767,"MO","PartTime",0.2941
0.805,0.842,0.843,"MO","PartTime",0.4167
0.661,0.727,0.764,"MO","PartTime",0.12
0.659,0.765,0.794,"MO","PartTime",0.8
0.629,0.675,0.761,"MO","PartTime",0.2754
0.398,0.546,0.574,"MO","PartTime",0
0.458,0.568,0.606,"MO","PartTime",1
0.697,0.758,0.774,"MO","PartTime",0.1778
0.75,0.828,0.796,"MO","PartTime",1
0.776,0.828,0.845,"MO","PartTime",0.6667
0.522,0.624,0.633,"MO","PartTime",0.4516
0.552,0.612,0.695,"MO","PartTime",0.422
0.611,0.688,0.732,"MO","PartTime",0.3333
0.821,0.859,0.897,"MO","PartTime",0.9
0.627,0.675,0.725,"MO","PartTime",0.3
0.682,0.743,0.786,"MT","PartTime",1
0.552,0.609,0.613,"MT","PartTime",0.5263
0.515,0.579,0.583,"MT","PartTime",0.5
0.659,0.664,0.706,"MT","PartTime",0
0.607,0.691,0.729,"MT","PartTime",0.5485
0.528,0.589,0.646,"MT","PartTime",0.4429
0.597,0.623,0.655,"MT","PartTime",0.1818
0.567,0.675,0.704,"MT","PartTime",1
0.35,0.333,0.426,"MT","PartTime",1
0.465,0.559,0.554,"MT","PartTime",0.75
0.78,0.8,0.824,"NE","PartTime",0.7143
0.877,0.853,0.903,"NE","PartTime",0.75
0.606,0.62,0.703,"NE","PartTime",0.5
0.473,0.561,0.571,"NE","PartTime",0.5
0.657,0.721,0.757,"NE","PartTime",0.5
0.668,0.759,0.776,"NE","PartTime",0.5614
0.432,0.514,0.595,"NE","PartTime",0.5
0.699,0.769,0.797,"NE","PartTime",0.4444
0.599,0.633,0.705,"NE","PartTime",0.4
0.615,0.694,0.683,"NE","PartTime",1
0.627,0.674,0.685,"NE","PartTime",0
0.447,0.589,0.529,"NV","PartTime",0.2917
0.665,0.717,0.749,"NV","PartTime",0.4757
0.671,0.725,0.761,"NV","PartTime",0.5
0.457,0.511,0.537,"NV","PartTime",0.4211
0.472,0.611,0.7,"NV","PartTime",1
0.519,0.645,0.689,"NH","PartTime",0
0.705,0.746,0.771,"NH","PartTime",0.4031
0.649,0.711,0.753,"NH","PartTime",0
0.626,0.693,0.751,"NH","PartTime",0.4286
0.733,0.76,0.763,"NH","PartTime",1
0.816,0.869,0.86,"NH","PartTime",0
0.588,0.638,0.619,"NH","PartTime",0.1818
0.539,0.608,0.687,"NJ","PartTime",0.5455
0.534,0.606,0.673,"NJ","PartTime",0.25
0.672,0.696,0.745,"NJ","PartTime",0.1667
0.665,0.727,0.768,"NJ","PartTime",0.625
0.665,0.727,0.768,"NJ","PartTime",0
0.681,0.769,0.8,"NJ","PartTime",0.5833
0.59,0.677,0.722,"NJ","PartTime",0.3333
0.628,0.72,0.764,"NJ","PartTime",0.5
0.657,0.743,0.786,"NJ","PartTime",0.3
0.805,0.832,0.864,"NJ","PartTime",0.6522
0.716,0.765,0.812,"NJ","PartTime",0
0.734,0.8,0.831,"NJ","PartTime",0.25
0.734,0.8,0.831,"NJ","PartTime",0.6667
0.734,0.8,0.831,"NJ","PartTime",0.5714
0.75,0.807,0.841,"NJ","PartTime",1
0.639,0.706,0.768,"NJ","PartTime",0
0.809,0.854,0.872,"NJ","PartTime",1
0.631,0.694,0.759,"NJ","PartTime",0.25
0.436,0.499,0.529,"NM","PartTime",0
0.205,0.328,0.24,"NM","PartTime",0.3333
0.518,0.569,0.665,"NM","PartTime",0.25
0.678,0.726,0.771,"NM","PartTime",1
0.502,0.598,0.642,"NM","PartTime",0.5417
0.436,0.533,0.604,"NM","PartTime",0.375
0.395,0.427,0.497,"NM","PartTime",0
0.639,0.672,0.657,"NM","PartTime",0.7273
0.432,0.467,0.551,"NM","PartTime",0.0769
0.664,0.738,0.747,"NY","PartTime",0.25
0.741,0.803,0.84,"NY","PartTime",0.4545
0.895,0.953,0.951,"NY","PartTime",1
0.751,0.799,0.808,"NY","PartTime",0.8462
0.545,0.624,0.69,"NY","PartTime",0.3333
0.84,0.852,0.877,"NY","PartTime",0.9063
0.621,0.682,0.746,"NY","PartTime",1
0.842,0.881,0.901,"NY","PartTime",1
0.725,0.763,0.801,"NY","PartTime",0.75
0.585,0.672,0.706,"NY","PartTime",0.9
0.518,0.627,0.674,"NY","PartTime",0.5294
0.571,0.676,0.741,"NY","PartTime",0.7273
0.611,0.697,0.741,"NY","PartTime",0.8
0.568,0.658,0.736,"NY","PartTime",0.5
0.619,0.695,0.74,"NY","PartTime",0.6111
0.469,0.542,0.622,"NY","PartTime",0.6667
0.517,0.631,0.684,"NY","PartTime",0.6
0.599,0.695,0.74,"NY","PartTime",0.7143
0.551,0.632,0.701,"NY","PartTime",0.6571
0.739,0.738,0.755,"NY","PartTime",0
0.631,0.746,0.776,"NY","PartTime",1
0.716,0.731,0.723,"NY","PartTime",0.44
0.434,0.515,0.618,"NY","PartTime",0.125
0.776,0.801,0.828,"NY","PartTime",0.5
0.575,0.637,0.783,"NY","PartTime",1
0.729,0.781,0.841,"NY","PartTime",0
0.699,0.755,0.787,"NY","PartTime",0
0.552,0.655,0.667,"NY","PartTime",0
0.741,0.731,0.715,"NY","PartTime",0
0.718,0.786,0.817,"NY","PartTime",0
0.596,0.716,0.753,"NY","PartTime",0.3333
0.596,0.716,0.753,"NY","PartTime",0.3333
0.825,0.853,0.877,"NY","PartTime",0.5
0.668,0.729,0.735,"NY","PartTime",0.5
0.66,0.696,0.692,"NY","PartTime",1
0.57,0.643,0.682,"NY","PartTime",0.5294
0.605,0.673,0.685,"NY","PartTime",0.7647
0.782,0.813,0.839,"NY","PartTime",0.5
0.454,0.501,0.529,"NY","PartTime",0.125
0.704,0.788,0.781,"NY","PartTime",0
0.569,0.547,0.581,"NY","PartTime",0.3
0.615,0.661,0.664,"NY","PartTime",0.8
0.737,0.799,0.812,"NY","PartTime",0.7115
0.691,0.751,0.784,"NY","PartTime",1
0.653,0.752,0.786,"NY","PartTime",0.3667
0.569,0.651,0.665,"NY","PartTime",0.3333
0.714,0.78,0.818,"NY","PartTime",0.8103
0.276,0.449,0.573,"NY","PartTime",0.5
0.647,0.682,0.671,"NY","PartTime",0
0.596,0.704,0.704,"NY","PartTime",0
0.735,0.796,0.832,"NY","PartTime",1
0.665,0.761,0.775,"NY","PartTime",0
0.689,0.721,0.796,"NY","PartTime",1
0.567,0.697,0.727,"NY","PartTime",0
0.691,0.746,0.782,"NY","PartTime",1
NA,NA,NA,"NY","PartTime",0.3571
0.695,0.769,0.803,"NY","PartTime",0.3333
0.609,0.693,0.725,"NY","PartTime",1
0.695,0.742,0.778,"NY","PartTime",0.5
0.7,0.766,0.817,"NY","PartTime",0.25
0.737,0.805,0.844,"NY","PartTime",0.8806
0.72,0.794,0.815,"NY","PartTime",0.8095
0.681,0.765,0.817,"NY","PartTime",0.6667
0.639,0.741,0.767,"NY","PartTime",0
0.586,0.662,0.714,"NY","PartTime",0.3333
0.58,0.678,0.744,"NY","PartTime",1
0.683,0.794,0.826,"NY","PartTime",0.6
0.616,0.699,0.753,"NY","PartTime",1
0.623,0.7,0.754,"NY","PartTime",1
0.529,0.617,0.69,"NY","PartTime",0.25
0.479,0.585,0.615,"NY","PartTime",0.3333
0.629,0.696,0.726,"NY","PartTime",0.75
0.605,0.686,0.735,"NY","PartTime",1
0.661,0.687,0.688,"NY","PartTime",0.6222
0.767,0.826,0.864,"NY","PartTime",0.875
0.559,0.537,0.531,"NY","PartTime",0.4255
0.653,0.702,0.815,"NY","PartTime",1
0.41,0.468,0.501,"NY","PartTime",0.5
0.522,0.631,0.658,"NY","PartTime",0.5
0.734,0.78,0.801,"NY","PartTime",1
0.685,0.733,0.798,"NY","PartTime",1
0.478,0.601,0.59,"NC","PartTime",0.5
0.623,0.688,0.746,"NC","PartTime",0
0.308,0.409,0.545,"NC","PartTime",0.3333
0.637,0.72,0.781,"NC","PartTime",0.15
0.662,0.718,0.744,"NC","PartTime",0.74
0.379,0.456,0.559,"NC","PartTime",0
0.417,0.514,0.569,"NC","PartTime",0.2857
0.559,0.596,0.663,"NC","PartTime",0
0.422,0.467,0.514,"NC","PartTime",0
0.606,0.687,0.733,"NC","PartTime",0.7407
0.514,0.577,0.582,"NC","PartTime",0.5
0.665,0.678,0.717,"NC","PartTime",1
0.565,0.645,0.718,"NC","PartTime",0.1818
0.295,0.341,0.387,"NC","PartTime",0.125
0.588,0.637,0.651,"NC","PartTime",0
0.634,0.694,0.725,"NC","PartTime",0.3889
0.488,0.574,0.632,"NC","PartTime",0.75
0.513,0.586,0.644,"NC","PartTime",0.5
0.747,0.813,0.842,"NC","PartTime",1
0.67,0.749,0.773,"NC","PartTime",0.5714
0.6,0.655,0.702,"NC","PartTime",0.25
0.467,0.517,0.595,"NC","PartTime",0.5
0.751,0.795,0.822,"NC","PartTime",0.5455
0.657,0.706,0.749,"NC","PartTime",0.4
0.487,0.56,0.647,"NC","PartTime",0.4545
0.635,0.692,0.713,"NC","PartTime",1
0.375,0.458,0.527,"NC","PartTime",0
NA,NA,NA,"NC","PartTime",0.5833
0.8,0.844,0.882,"NC","PartTime",0.5
0.495,0.561,0.616,"NC","PartTime",0.5
0.586,0.675,0.713,"NC","PartTime",0.5833
0.688,0.742,0.696,"ND","PartTime",0.3333
0.795,0.809,0.812,"ND","PartTime",0
0.657,0.672,0.731,"ND","PartTime",1
0.664,0.708,0.724,"ND","PartTime",0.6818
0.768,0.814,0.823,"ND","PartTime",0.48
0.771,0.816,0.825,"ND","PartTime",0.375
0.446,0.55,0.475,"ND","PartTime",0
0.714,0.754,0.721,"ND","PartTime",0.6786
0.563,0.633,0.647,"OH","PartTime",0.5472
0.674,0.73,0.761,"OH","PartTime",0
0.673,0.731,0.805,"OH","PartTime",1
0.578,0.682,0.744,"OH","PartTime",0.4167
0.327,0.385,0.449,"OH","PartTime",0
0.521,0.549,0.607,"OH","PartTime",0.25
0.645,0.696,0.725,"OH","PartTime",0.3846
0.532,0.525,0.583,"OH","PartTime",0.375
0.619,0.676,0.711,"OH","PartTime",0.3793
0.788,0.864,0.853,"OH","PartTime",0.25
0.587,0.707,0.772,"OH","PartTime",1
0.687,0.743,0.785,"OH","PartTime",0.2963
0.325,0.329,0.37,"OH","PartTime",0
0.567,0.642,0.675,"OH","PartTime",0.25
0.567,0.642,0.675,"OH","PartTime",0.5833
0.567,0.642,0.675,"OH","PartTime",0.4962
0.567,0.642,0.675,"OH","PartTime",0.4242
0.567,0.642,0.675,"OH","PartTime",0.3889
0.567,0.642,0.675,"OH","PartTime",0.5238
0.567,0.642,0.675,"OH","PartTime",0.641
0.567,0.642,0.675,"OH","PartTime",0.5373
0.766,0.824,0.821,"OH","PartTime",0.8571
0.616,0.63,0.674,"OH","PartTime",0
0.648,0.717,0.719,"OH","PartTime",0
0.784,0.798,0.764,"OH","PartTime",1
0.676,0.752,0.766,"OH","PartTime",0.4079
0.676,0.752,0.766,"OH","PartTime",0.4412
0.676,0.752,0.766,"OH","PartTime",1
0.879,0.871,0.863,"OH","PartTime",0.4167
0.642,0.71,0.73,"OH","PartTime",0
0.669,0.72,0.734,"OH","PartTime",0.7143
0.652,0.657,0.753,"OH","PartTime",0
0.644,0.71,0.725,"OH","PartTime",0.3333
0.683,0.729,0.738,"OH","PartTime",0
0.687,0.744,0.785,"OH","PartTime",0.2857
0.687,0.744,0.785,"OH","PartTime",0.25
0.687,0.744,0.785,"OH","PartTime",0.3077
0.687,0.744,0.785,"OH","PartTime",0.4211
0.687,0.744,0.785,"OH","PartTime",0.7143
0.596,0.675,0.707,"OH","PartTime",0.25
0.596,0.675,0.707,"OH","PartTime",0.3
0.596,0.675,0.707,"OH","PartTime",0.3
0.596,0.675,0.707,"OH","PartTime",0.3404
0.596,0.675,0.707,"OH","PartTime",0.3571
0.596,0.675,0.707,"OH","PartTime",0.6667
0.489,0.593,0.599,"OH","PartTime",0.2258
0.459,0.541,0.606,"OH","PartTime",0
0.592,0.682,0.661,"OH","PartTime",1
0.587,0.694,0.778,"OH","PartTime",0.375
0.609,0.691,0.737,"OH","PartTime",0.4603
0.712,0.695,0.689,"OH","PartTime",0.3333
0.556,0.663,0.699,"OH","PartTime",0.375
0.411,0.575,0.5,"OH","PartTime",0.6667
0.416,0.492,0.611,"OH","PartTime",0
0.586,0.665,0.709,"OH","PartTime",0.4231
0.586,0.665,0.709,"OH","PartTime",0.4286
0.753,0.824,0.829,"OH","PartTime",0.25
0.511,0.596,0.641,"OH","PartTime",0.5758
0.481,0.571,0.615,"OK","PartTime",0.4
0.743,0.73,0.775,"OK","PartTime",0.4444
0.477,0.578,0.615,"OK","PartTime",0.4667
0.645,0.683,0.707,"OK","PartTime",0.4634
0.563,0.642,0.676,"OK","PartTime",0.3
0.367,0.441,0.494,"OK","PartTime",0.5
0.591,0.643,0.676,"OK","PartTime",0.3571
0.605,0.647,0.674,"OK","PartTime",0.4074
0.59,0.617,0.684,"OK","PartTime",0.6667
0.579,0.62,0.677,"OK","PartTime",0
0.715,0.767,0.781,"OK","PartTime",0.5619
0.605,0.633,0.702,"OK","PartTime",0
0.732,0.782,0.8,"OK","PartTime",0.814
0.549,0.618,0.67,"OK","PartTime",0.1667
0.541,0.607,0.613,"OK","PartTime",0.4091
0.484,0.573,0.578,"OK","PartTime",0
0.587,0.626,0.657,"OK","PartTime",0.3333
0.424,0.533,0.525,"OK","PartTime",0
0.622,0.657,0.686,"OK","PartTime",0.0909
0.681,0.74,0.768,"OK","PartTime",0.75
0.467,0.56,0.584,"OR","PartTime",0
0.685,0.721,0.745,"OR","PartTime",0
0.607,0.64,0.697,"OR","PartTime",0.2593
0.644,0.702,0.751,"OR","PartTime",0
0.559,0.565,0.585,"OR","PartTime",0
0.787,0.816,0.795,"OR","PartTime",0.439
0.21,0.367,0.45,"OR","PartTime",0
0.689,0.75,0.782,"OR","PartTime",0.732
0.641,0.714,0.747,"OR","PartTime",0.5051
0.297,0.441,0.491,"OR","PartTime",0.5
0.621,0.694,0.729,"OR","PartTime",0.4328
0.532,0.597,0.67,"OR","PartTime",0.4444
0.694,0.67,0.723,"OR","PartTime",0.8571
0.582,0.638,0.699,"OR","PartTime",0.3333
0.674,0.759,0.818,"PA","PartTime",0.5
0.401,0.495,0.548,"PA","PartTime",0.4
0.444,0.532,0.586,"PA","PartTime",0.4524
0.419,0.467,0.585,"PA","PartTime",0.4444
0.63,0.74,0.755,"PA","PartTime",1
0.659,0.736,0.771,"PA","PartTime",0.4286
0.66,0.752,0.758,"PA","PartTime",0
0.596,0.677,0.729,"PA","PartTime",0.5
0.651,0.713,0.698,"PA","PartTime",1
0.583,0.63,0.616,"PA","PartTime",0.4198
0.629,0.693,0.745,"PA","PartTime",0.6667
0.566,0.622,0.687,"PA","PartTime",0.625
0.81,0.847,0.86,"PA","PartTime",0.6667
0.799,0.832,0.856,"PA","PartTime",0.8
0.633,0.726,0.767,"PA","PartTime",0.3333
0.614,0.693,0.716,"PA","PartTime",0.5
0.446,0.564,0.648,"PA","PartTime",0.5
0.762,0.806,0.853,"PA","PartTime",1
NA,NA,NA,"MD","PartTime",1
0.693,0.759,0.796,"PA","PartTime",0
0.746,0.752,0.776,"PA","PartTime",0.3333
0.582,0.663,0.724,"PA","PartTime",0.6
0.478,0.568,0.605,"PA","PartTime",0
0.61,0.684,0.733,"PA","PartTime",0
0.526,0.545,0.642,"PA","PartTime",0.2857
0.44,0.518,0.619,"PA","PartTime",0.5556
0.603,0.639,0.734,"PA","PartTime",0.4
0.612,0.657,0.686,"PA","PartTime",0.5
0.589,0.658,0.73,"PA","PartTime",1
0.646,0.707,0.779,"PA","PartTime",0.2353
0.759,0.808,0.835,"PA","PartTime",0.4286
0.553,0.66,0.722,"PA","PartTime",0.3333
0.702,0.768,0.791,"PA","PartTime",0.5714
0.702,0.768,0.791,"PA","PartTime",0.25
0.702,0.768,0.791,"PA","PartTime",0.3333
0.702,0.768,0.791,"PA","PartTime",0
0.702,0.768,0.791,"PA","PartTime",0.5714
0.702,0.768,0.791,"PA","PartTime",1
0.702,0.768,0.791,"PA","PartTime",0.3636
0.702,0.768,0.791,"PA","PartTime",0.125
0.702,0.768,0.791,"PA","PartTime",0.4667
0.702,0.768,0.791,"PA","PartTime",0.4
0.702,0.768,0.791,"PA","PartTime",0.5
0.702,0.768,0.791,"PA","PartTime",0
0.702,0.768,0.791,"PA","PartTime",0.5
0.702,0.768,0.791,"PA","PartTime",0.75
0.702,0.768,0.791,"PA","PartTime",0.7963
0.702,0.768,0.791,"PA","PartTime",0
0.702,0.768,0.791,"PA","PartTime",0.6
0.702,0.768,0.791,"PA","PartTime",0.3077
0.702,0.768,0.791,"PA","PartTime",0.6667
0.702,0.768,0.791,"PA","PartTime",0.25
0.661,0.717,0.742,"PA","PartTime",1
0.878,0.896,0.909,"PA","PartTime",0.9138
0.744,0.783,0.812,"PA","PartTime",0.1429
0.496,0.595,0.622,"PA","PartTime",0.6667
0.701,0.768,0.83,"PA","PartTime",0
0.701,0.768,0.83,"PA","PartTime",0
0.701,0.768,0.83,"PA","PartTime",0
0.701,0.768,0.83,"PA","PartTime",0.6667
0.542,0.62,0.659,"PA","PartTime",0.2
0.832,0.853,0.863,"PA","PartTime",1
0.715,0.748,0.825,"PA","PartTime",1
0.772,0.833,0.869,"PA","PartTime",0.5
0.641,0.696,0.769,"PA","PartTime",0
